airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
ODH,ODH,Odiham,Odiham,United Kingdom,51.234139,-0.942825,GBP,1.4029,0.713
NHT,NHT,Northolt,Northolt,United Kingdom,51.553,-0.418167,GBP,1.4029,0.713
QCY,QCY,Coningsby,Coningsby,United Kingdom,53.093014,-0.166014,GBP,1.4029,0.713
BEQ,BEQ,Honington,Honington,United Kingdom,52.342611,0.772939,GBP,1.4029,0.713
WTN,WTN,Waddington,Waddington,United Kingdom,53.166167,-0.523811,GBP,1.4029,0.713
KNF,KNF,Marham,Marham,United Kingdom,52.648353,0.550692,GBP,1.4029,0.713
LYM,LYM,Ashford,Lympne,United Kingdom,51.083333,1.016667,GBP,1.4029,0.713
ISC,ISC,ISLES OF SCILLY,ST MARY\\'S,United Kingdom,49.919,-6.3075,GBP,1.4029,0.713
PSV,PSV,Papa Stour Airport,Papa Stour,United Kingdom,60.3217,-1.69306,GBP,1.4029,0.713
OUK,OUK,Outer Skerries Airport,Outer Skerries,United Kingdom,60.417,-0.75,GBP,1.4029,0.713
FOA,FOA,Foula Airport,Foula,United Kingdom,60.121,-2.052,GBP,1.4029,0.713
BRR,BRR,Barra Airport,Barra,United Kingdom,57.0228,-7.44306,GBP,1.4029,0.713
HLY,HLY,Anglesey Airport,Angelsey,United Kingdom,53.248097,-4.535339,GBP,1.4029,0.713
PZE,PZE,Penzance Heliport,Penzance,United Kingdom,50.1281,-5.51845,GBP,1.4029,0.713
LEQ,LEQ,Land's End / St. Just Airport,Land's End,United Kingdom,50.1028,-5.67056,GBP,1.4029,0.713
WRY,WRY,Westray Airport,Westray,United Kingdom,59.3503,-2.95,GBP,1.4029,0.713
LWK,LWK,Lerwick / Tingwall Airport,Lerwick,United Kingdom,60.1922,-1.24361,GBP,1.4029,0.713
NDY,NDY,Sanday Airport,Sanday,United Kingdom,59.2503,-2.57667,GBP,1.4029,0.713
SOY,SOY,Stronsay Airport,Stronsay,United Kingdom,59.1553,-2.64139,GBP,1.4029,0.713
PPW,PPW,Papa Westray Airport,Papa Westray,United Kingdom,59.3517,-2.90028,GBP,1.4029,0.713
NRL,NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675,-2.43444,GBP,1.4029,0.713
FIE,FIE,Fair Isle Airport,Fair Isle,United Kingdom,59.5358,-1.62806,GBP,1.4029,0.713
EOI,EOI,Eday Airport,Eday,United Kingdom,59.1906,-2.77222,GBP,1.4029,0.713
CAL,CAL,Campbeltown Airport,Campbeltown,United Kingdom,55.4372,-5.68639,GBP,1.4029,0.713
DSA,DSA,Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,53.474722,-1.004444,GBP,1.4029,0.713
NQT,NQT,Nottingham Airport,Nottingham,United Kingdom,52.92,-1.079167,GBP,1.4029,0.713
UNT,UNT,Unst Airport,Unst,United Kingdom,60.7472,-0.85385,GBP,1.4029,0.713
OBN,OBN,Oban Airport,North Connel,United Kingdom,56.464,-5.4,GBP,1.4029,0.713
FWM,FWM,Fort William Heliport,Fort William,United Kingdom,56.816666,-5.116667,GBP,1.4029,0.713
PME,PME,Portsmouth Airport,Portsmouth,United Kingdom,50.8,-1.083333,GBP,1.4029,0.713
ZXE,ZXE,Edinburgh Waverly Station,Edinburgh,United Kingdom,55.952,-3.189,GBP,1.4029,0.713
CSA,CSA,Colonsay Airport,Colonsay,United Kingdom,56.0575,-6.243056,GBP,1.4029,0.713
COL,COL,Coll Airport,Coll,United Kingdom,56.633333,-6.557222,GBP,1.4029,0.713
TSO,TSO,Tresco Heliport,Tresco,United Kingdom,49.945556,-6.331389,GBP,1.4029,0.713
QQP,QQP,Paddington Station,London,United Kingdom,51.515833,-0.176111,GBP,1.4029,0.713
STP,STP,London St Pancras,London,United Kingdom,51.53,-0.125,GBP,1.4029,0.713
ASI,ASI,Wideawake Field,Georgetown Acension Island Santa Helena,United Kingdom,-7.969597,-14.393664,GBP,1.4029,0.713
BBP,BBP,Bembridge,Bembridge,United Kingdom,50.677778,-1.109444,GBP,1.4029,0.713
HTF,HTF,Hatfield,Hatfield,United Kingdom,51.765,-0.24833,GBP,1.4029,0.713
QQS,QQS,St Pancras Railway Station,London,United Kingdom,51.53251949,-0.126300373,GBP,1.4029,0.713
SCS,SCS,Scatsta Airport,Scatsta,United Kingdom,60.433,-1.3,GBP,1.4029,0.713
LON,LON,All Airports,London,United Kingdom,51.508056,-0.127778,GBP,1.4029,0.713
PSL,PSL,Perth Scone Airport,Perth,United Kingdom,56.439722,-3.371389,GBP,1.4029,0.713
QQK,QQK,London - Kings Cross,London,United Kingdom,51.5326,0.1233,GBP,1.4029,0.713
XVJ,XVJ,Stevenage Railway Station,Stevenage,United Kingdom,51.902,0.207,GBP,1.4029,0.713
XVH,XVH,Peterborough Railway Station,Peterborough,United Kingdom,52.5748,-0.2502,GBP,1.4029,0.713
WLF,WLF,Whittlesford Parkway Rail Station,Whittlesford,United Kingdom,52.104,0.166,GBP,1.4029,0.713
QFO,QFO,Duxford Aerodrome,Duxford,United Kingdom,52.09083,0.13194,GBP,1.4029,0.713
RCS,RCS,Rochester Airport,Rochester,United Kingdom,51.351944,0.502778,GBP,1.4029,0.713
KRH,KRH,Redhill Aerodrome,Redhill,United Kingdom,51.213612,-0.13861,GBP,1.4029,0.713
BE2,BE2,Port of Belfast,Belfast,United Kingdom,54.6178,-5.9017,GBP,1.4029,0.713
SR2,SR2,Stranraer Ferry Port,Stranraer,United Kingdom,54.902,-5.027,GBP,1.4029,0.713
GLQ,GLQ,Queen Street Station,Glasgow,United Kingdom,55.8622,-4.2512,GBP,1.4029,0.713
ZGG,ZGG,Central Station,Glasgow,United Kingdom,55.858,-4.258,GBP,1.4029,0.713
QQU,QQU,Euston Station,London,United Kingdom,51.5284,-0.1331,GBP,1.4029,0.713
QQW,QQW,Waterloo International,London,United Kingdom,51.5031,-0.1147,GBP,1.4029,0.713
BUS,BUS,Batumi,Batumi,Georgia,41.610278,41.599694,GEL,0.4356,2.296
KUT,KUT,Kopitnari,Kutaisi,Georgia,42.176653,42.482583,GEL,0.4356,2.296
TBS,TBS,Tbilisi,Tbilisi,Georgia,41.669167,44.954722,GEL,0.4356,2.296
SUI,SUI,Sukhumi Dranda,Sukhumi,Georgia,42.87,41.12,GEL,0.4356,2.296
ACC,ACC,Kotoka Intl,Accra,Ghana,5.605186,-0.166786,GHS,0.2618,3.8628
TML,TML,Tamale,Tamale,Ghana,9.557192,-0.863214,GHS,0.2618,3.8628
NYI,NYI,Sunyani,Sunyani,Ghana,7.361828,-2.328756,GHS,0.2618,3.8628
TKD,TKD,Takoradi,Takoradi,Ghana,4.896056,-1.774756,GHS,0.2618,3.8628
KMS,KMS,Kumasi Airport,Kumasi,Ghana,6.71456,-1.59082,GHS,0.2618,3.8628
GIB,GIB,Gibraltar,Gibraltar,Gibraltar,36.151219,-5.349664,GIP,1.4029,0.7131
BJL,BJL,Banjul Intl,Banjul,Gambia,13.337961,-16.652206,GMD,0.02227,45.9603
FIG,FIG,Fria,Fira,Guinea,10.350556,-13.569167,GNF,0.000134,7748.67
FAA,FAA,Faranah,Faranah,Guinea,10.035467,-10.769825,GNF,0.000134,7748.67
LEK,LEK,Labe,Labe,Guinea,11.326058,-12.28685,GNF,0.000134,7748.67
CKY,CKY,Conakry,Conakry,Guinea,9.576889,-13.611961,GNF,0.000134,7748.67
KSI,KSI,Kissidougou,Kissidougou,Guinea,9.160556,-10.124443,GNF,0.000134,7748.67
KNN,KNN,Kankan,Kankan,Guinea,10.448333,-9.227499,GNF,0.000134,7748.67
CBV,CBV,Coban,Coban,Guatemala,15.468958,-90.406742,GTQ,0.1273,8.2545
GUA,GUA,La Aurora,Guatemala City,Guatemala,14.583272,-90.527475,GTQ,0.1273,8.2545
FRS,FRS,Mundo Maya International,Flores,Guatemala,16.913819,-89.866383,GTQ,0.1273,8.2545
AAZ,AAZ,Quezaltenango Airport,Quezaltenango,Guatemala,14.8656,-91.502,GTQ,0.1273,8.2545
PBR,PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala,15.730878,-88.583767,GTQ,0.1273,8.2545
AQB,AQB,Santa Cruz des Quiche Airport,Santa Cruz des Quiche,Guatemala,15.0122004,-91.1505966,GTQ,0.1273,8.2545
LTM,LTM,Lethem,Lethem,Guyana,3.372761,-59.789439,GYD,0.004809,228.029
GEO,GEO,Cheddi Jagan Intl,Georgetown,Guyana,6.498553,-58.254119,GYD,0.004809,228.029
OGL,OGL,Ogle,Georgetown,Guyana,6.806944,-58.104444,GYD,0.004809,228.029
KAI,KAI,Kaieteur,Kaieteur,Guyana,5.167,-59.483,GYD,0.004809,228.029
KIA,KIA,Kaieteur International Airport,Kaieteur Falls,Guyana,5.163333,-59.483333,GYD,0.004809,228.029
ORJ,ORJ,Orinduik Airport,Orinduik,Guyana,4.7,-60.016667,GYD,0.004809,228.029
NAI,NAI,Annai Airport,Annai,Guyana,3.95,-59.133333,GYD,0.004809,228.029
IMB,IMB,Imbaimadai Airport,Imbaimadai,Guyana,5.69252,-60.28198,GYD,0.004809,228.029
KAR,KAR,Kamarang Airport,Kamarang,Guyana,5.865278,-60.614167,GYD,0.004809,228.029
USI,USI,Mabaruma Airport,Mabaruma,Guyana,8.2,-59.783333,GYD,0.004809,228.029
MHA,MHA,Mahdia Airport,Mahdia,Guyana,5.266667,-59.15,GYD,0.004809,228.029
HKG,HKG,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,HKD,0.1222,8.1862
LCE,LCE,Goloson Intl,La Ceiba,Honduras,15.742481,-86.853036,HNL,0.04445,23.5007
SAP,SAP,La Mesa Intl,San Pedro Sula,Honduras,15.452639,-87.923556,HNL,0.04445,23.5007
GJA,GJA,Guanaja,Guanaja,Honduras,16.445367,-85.906611,HNL,0.04445,23.5007
RTB,RTB,Juan Manuel Galvez Intl,Roatan,Honduras,16.316814,-86.522961,HNL,0.04445,23.5007
TEA,TEA,Tela,Tela,Honduras,15.775864,-87.475847,HNL,0.04445,23.5007
TGU,TGU,Toncontin Intl,Tegucigalpa,Honduras,14.060883,-87.217197,HNL,0.04445,23.5007
UII,UII,Utila Airport,Utila,Honduras,16.091667,-86.8875,HNL,0.04445,23.5007
PEU,PEU,Puerto Lempira Airport,Puerto Lempira,Honduras,15.2622,-83.7812,HNL,0.04445,23.5007
AHS,AHS,Ahuas Airport,Ahuas,Honduras,15.4722,-84.3522,HNL,0.04445,23.5007
BHG,BHG,Brus Laguna Airport,Brus Laguna,Honduras,15.7631,-84.5436,HNL,0.04445,23.5007
DBV,DBV,Dubrovnik,Dubrovnik,Croatia,42.561353,18.268244,HRK,0.131,7.6413
OSI,OSI,Osijek,Osijek,Croatia,45.462667,18.810156,HRK,0.131,7.6413
PUY,PUY,Pula,Pula,Croatia,44.893533,13.922192,HRK,0.131,7.6413
RJK,RJK,Rijeka,Rijeka,Croatia,45.216889,14.570267,HRK,0.131,7.6413
SPU,SPU,Split,Split,Croatia,43.538944,16.297964,HRK,0.131,7.6413
ZAG,ZAG,Zagreb,Zagreb,Croatia,45.742931,16.068778,HRK,0.131,7.6413
ZAD,ZAD,Zadar,Zadar,Croatia,44.108269,15.346697,HRK,0.131,7.6413
BWK,BWK,Brac,Brac,Croatia,43.285719,16.679719,HRK,0.131,7.6413
LSZ,LSZ,Losinj Airport,Mali Losinj,Croatia,44.3357,14.2335,HRK,0.131,7.6413
BUD,BUD,Ferihegy,Budapest,Hungary,47.436933,19.255592,HUF,0.003285,305.102
DEB,DEB,Debrecen,Debrecen,Hungary,47.488917,21.615333,HUF,0.003285,305.102
SOB,SOB,Sármellék International Airport,Sármellék,Hungary,46.686389,17.159056,HUF,0.003285,305.102
QGY,QGY,Győr-Pér International Airport,Győr,Hungary,47.627097,17.808347,HUF,0.003285,305.102
PEV,PEV,Pécs-Pogány Airport,Pécs-Pogány,Hungary,45.990928,18.240983,HUF,0.003285,305.102
QPJ,QPJ,Pecs,Pecs,Hungary,46.070833,18.233056,HUF,0.003285,305.102
NAH,NAH,Naha,Naha,Indonesia,3.683214,125.528019,IDR,7.18E-05,13979.7
UPG,UPG,Hasanuddin,Ujung Pandang,Indonesia,-5.061631,119.554042,IDR,7.18E-05,13979.7
BIK,BIK,Frans Kaisiepo,Biak,Indonesia,-1.190017,136.107997,IDR,7.18E-05,13979.7
NBX,NBX,Nabire,Nabire,Indonesia,-3.368183,135.496406,IDR,7.18E-05,13979.7
TIM,TIM,Moses Kilangin,Timika,Indonesia,-4.528275,136.887375,IDR,7.18E-05,13979.7
DJJ,DJJ,Sentani,Jayapura,Indonesia,-2.576953,140.516372,IDR,7.18E-05,13979.7
WMX,WMX,Wamena,Wamena,Indonesia,-4.102511,138.957372,IDR,7.18E-05,13979.7
MKQ,MKQ,Mopah,Merauke,Indonesia,-8.520294,140.418453,IDR,7.18E-05,13979.7
GTO,GTO,Jalaluddin,Gorontalo,Indonesia,0.637119,122.849858,IDR,7.18E-05,13979.7
PLW,PLW,Mutiara,Palu,Indonesia,-0.918542,119.909642,IDR,7.18E-05,13979.7
MDC,MDC,Sam Ratulangi,Manado,Indonesia,1.549447,124.925878,IDR,7.18E-05,13979.7
PSJ,PSJ,Kasiguncu,Poso,Indonesia,-1.416753,120.657669,IDR,7.18E-05,13979.7
OTI,OTI,Pitu,Morotai Island,Indonesia,2.045992,128.324708,IDR,7.18E-05,13979.7
TTE,TTE,Sultan Babullah,Ternate,Indonesia,0.831414,127.381486,IDR,7.18E-05,13979.7
LUW,LUW,Bubung,Luwuk,Indonesia,-1.038919,122.771906,IDR,7.18E-05,13979.7
AMQ,AMQ,Pattimura,Ambon,Indonesia,-3.710264,128.089136,IDR,7.18E-05,13979.7
FKQ,FKQ,Fak Fak,Fak Fak,Indonesia,-2.920192,132.267031,IDR,7.18E-05,13979.7
KNG,KNG,Kaimana,Kaimana,Indonesia,-3.644517,133.695553,IDR,7.18E-05,13979.7
BXB,BXB,Babo,Babo,Indonesia,-2.532242,133.438894,IDR,7.18E-05,13979.7
MKW,MKW,Rendani,Manokwari,Indonesia,-0.891833,134.049183,IDR,7.18E-05,13979.7
SOQ,SOQ,Jefman,Sorong,Indonesia,-0.926358,131.121194,IDR,7.18E-05,13979.7
PKU,PKU,Sultan Syarif Kasim Ii,Pekanbaru,Indonesia,0.460786,101.444539,IDR,7.18E-05,13979.7
DUM,DUM,Pinang Kampai,Dumai,Indonesia,1.609194,101.433558,IDR,7.18E-05,13979.7
CGK,CGK,Soekarno Hatta Intl,Jakarta,Indonesia,-6.125567,106.655897,IDR,7.18E-05,13979.7
GNS,GNS,Binaka,Gunung Sitoli,Indonesia,1.166381,97.704681,IDR,7.18E-05,13979.7
PDG,PDG,Minangkabau,Padang,Indonesia,-0.874989,100.351881,IDR,7.18E-05,13979.7
MES,MES,Polonia,Medan,Indonesia,3.558056,98.671722,IDR,7.18E-05,13979.7
KTG,KTG,Rahadi Usman,Ketapang,Indonesia,-1.816639,109.963483,IDR,7.18E-05,13979.7
PNK,PNK,Supadio,Pontianak,Indonesia,-0.150711,109.403892,IDR,7.18E-05,13979.7
DJB,DJB,Sultan Thaha,Jambi,Indonesia,-1.638017,103.644378,IDR,7.18E-05,13979.7
BKS,BKS,Fatmawati Soekarno,Bengkulu,Indonesia,-3.8637,102.339036,IDR,7.18E-05,13979.7
PLM,PLM,Sultan Mahmud Badaruddin Ii,Palembang,Indonesia,-2.89825,104.699903,IDR,7.18E-05,13979.7
RGT,RGT,Japura,Rengat,Indonesia,-0.352808,102.334917,IDR,7.18E-05,13979.7
BTJ,BTJ,Sultan Iskandarmuda,Banda Aceh,Indonesia,5.523522,95.420372,IDR,7.18E-05,13979.7
KDI,KDI,Wolter Monginsidi,Kendari,Indonesia,-4.081608,122.418231,IDR,7.18E-05,13979.7
SBG,SBG,Maimun Saleh,Sabang,Indonesia,5.874131,95.339672,IDR,7.18E-05,13979.7
MLG,MLG,Abdul Rachman Saleh,Malang,Indonesia,-7.926556,112.714514,IDR,7.18E-05,13979.7
BDO,BDO,Husein Sastranegara,Bandung,Indonesia,-6.900625,107.576294,IDR,7.18E-05,13979.7
CBN,CBN,Penggung,Cirebon,Indonesia,-6.756144,108.539672,IDR,7.18E-05,13979.7
JOG,JOG,Adi Sutjipto,Yogyakarta,Indonesia,-7.788181,110.431758,IDR,7.18E-05,13979.7
CXP,CXP,Tunggul Wulung,Cilacap,Indonesia,-7.645056,109.033911,IDR,7.18E-05,13979.7
PCB,PCB,Pondok Cabe,Jakarta,Indonesia,-6.336964,106.764561,IDR,7.18E-05,13979.7
SRG,SRG,Achmad Yani,Semarang,Indonesia,-6.971447,110.374122,IDR,7.18E-05,13979.7
BTH,BTH,Hang Nadim,Batam,Indonesia,1.121028,104.118753,IDR,7.18E-05,13979.7
TJQ,TJQ,H As Hanandjoeddin,Tanjung Pandan,Indonesia,-2.745722,107.754917,IDR,7.18E-05,13979.7
PGK,PGK,Depati Amir,Pangkal Pinang,Indonesia,-2.1622,106.139064,IDR,7.18E-05,13979.7
TNJ,TNJ,Kijang,Tanjung Pinang,Indonesia,0.922683,104.532311,IDR,7.18E-05,13979.7
SIQ,SIQ,Dabo,Singkep,Indonesia,-0.479189,104.579283,IDR,7.18E-05,13979.7
BDJ,BDJ,Syamsudin Noor,Banjarmasin,Indonesia,-3.442356,114.762553,IDR,7.18E-05,13979.7
PKN,PKN,Iskandar,Pangkalan Bun,Indonesia,-2.705197,111.673208,IDR,7.18E-05,13979.7
PKY,PKY,Tjilik Riwut,Palangkaraya,Indonesia,-2.225128,113.942661,IDR,7.18E-05,13979.7
MOF,MOF,Wai Oti,Maumere,Indonesia,-8.640647,122.236889,IDR,7.18E-05,13979.7
ENE,ENE,H Hasan Aroeboesman,Ende,Indonesia,-8.849294,121.660644,IDR,7.18E-05,13979.7
RTG,RTG,Satar Tacik,Ruteng,Indonesia,-8.597011,120.477061,IDR,7.18E-05,13979.7
KOE,KOE,El Tari,Kupang,Indonesia,-10.171583,123.671136,IDR,7.18E-05,13979.7
LBJ,LBJ,Mutiara Ii,Labuhan Bajo,Indonesia,-8.486656,119.88905,IDR,7.18E-05,13979.7
BPN,BPN,Sepinggan,Balikpapan,Indonesia,-1.268272,116.894478,IDR,7.18E-05,13979.7
TRK,TRK,Juwata,Taraken,Indonesia,3.326694,117.565569,IDR,7.18E-05,13979.7
SRI,SRI,Temindung,Samarinda,Indonesia,-0.484531,117.157111,IDR,7.18E-05,13979.7
AMI,AMI,Selaparang,Mataram,Indonesia,-8.560708,116.094656,IDR,7.18E-05,13979.7
BMU,BMU,Muhammad Salahuddin,Bima,Indonesia,-8.539647,118.687322,IDR,7.18E-05,13979.7
WGP,WGP,Mau Hau,Waingapu,Indonesia,-9.669217,120.302006,IDR,7.18E-05,13979.7
SUB,SUB,Juanda,Surabaya,Indonesia,-7.379831,112.786858,IDR,7.18E-05,13979.7
SOC,SOC,Adi Sumarmo Wiryokusumo,Solo City,Indonesia,-7.516089,110.756892,IDR,7.18E-05,13979.7
DPS,DPS,Bali Ngurah Rai,Denpasar,Indonesia,-8.748169,115.167172,IDR,7.18E-05,13979.7
SWQ,SWQ,Sumbawa Besar Airport,Sumbawa Island,Indonesia,-8.489039,117.412119,IDR,7.18E-05,13979.7
TMC,TMC,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,-9.409717,119.244494,IDR,7.18E-05,13979.7
BUI,BUI,Bokondini Airport,Bokondini-Papua Island,Indonesia,-3.58365,138.533,IDR,7.18E-05,13979.7
SEH,SEH,Senggeh Airport,Senggeh-Papua Island,Indonesia,-3.43333,140.817,IDR,7.18E-05,13979.7
TJS,TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,Indonesia,2.83641,117.374,IDR,7.18E-05,13979.7
DTD,DTD,Datadawai Airport,Datadawai-Borneo Island,Indonesia,0.717,116.483,IDR,7.18E-05,13979.7
BEJ,BEJ,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,2.155497,117.432256,IDR,7.18E-05,13979.7
TJG,TJG,Warukin Airport,Tanjung-Borneo Island,Indonesia,-2.21656,115.436,IDR,7.18E-05,13979.7
SMQ,SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Indonesia,-2.499194,112.974992,IDR,7.18E-05,13979.7
LUV,LUV,Dumatubun Airport,Langgur-Kei Islands,Indonesia,-5.661619,132.731431,IDR,7.18E-05,13979.7
ARD,ARD,Mali Airport,Alor Island,Indonesia,-8.13234,124.597,IDR,7.18E-05,13979.7
TKG,TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,-5.242339,105.178939,IDR,7.18E-05,13979.7
HLP,HLP,Halim Perdanakusuma International Airport,Jakarta,Indonesia,-6.26661,106.891,IDR,7.18E-05,13979.7
NTX,NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.908714,108.387897,IDR,7.18E-05,13979.7
PSU,PSU,Pangsuma Airport,Putussibau-Borneo Island,Indonesia,0.835578,112.937144,IDR,7.18E-05,13979.7
SQG,SQG,Susilo Airport,Sintang-Borneo Island,Indonesia,0.063619,111.473428,IDR,7.18E-05,13979.7
PDO,PDO,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,-3.286069,103.8796,IDR,7.18E-05,13979.7
LSW,LSW,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,Indonesia,5.226681,96.950342,IDR,7.18E-05,13979.7
KBU,KBU,Stagen Airport,Laut Island,Indonesia,-3.29472,116.165,IDR,7.18E-05,13979.7
LBW,LBW,Long Bawan Airport,Long Bawan-Borneo Island,Indonesia,3.867,115.683,IDR,7.18E-05,13979.7
NNX,NNX,Nunukan Airport,Nunukan-Nunukan Island,Indonesia,4.13653,117.667,IDR,7.18E-05,13979.7
LPU,LPU,Long Apung Airport,Long Apung-Borneo Island,Indonesia,0.583,115.6,IDR,7.18E-05,13979.7
MWK,MWK,Matak Airport,Anambas Islands,Indonesia,3.348119,106.25805,IDR,7.18E-05,13979.7
TTR,TTR,Tana Toraja Airport,Toraja,Indonesia,-3.416667,119.916664,IDR,7.18E-05,13979.7
NDA,NDA,Bandanaira Airport,Bandanaira-Naira Island,Indonesia,-4.53333,129.9,IDR,7.18E-05,13979.7
LOP,LOP,Lombok International Airport,Praya,Indonesia,-8.7573222,116.276675,IDR,7.18E-05,13979.7
PUM,PUM,Pomalaa,Pomalaa,Indonesia,-4.183333,121.61667,IDR,7.18E-05,13979.7
MJU,MJU,Tampa Padang,Mamuju,Indonesia,-2.583333,119.033333,IDR,7.18E-05,13979.7
WAR,WAR,Waris Airport,Waris-Papua Island,Indonesia,-3.22243,140.9790039,IDR,7.18E-05,13979.7
TLV,TLV,Ben Gurion,Tel-aviv,Israel,32.011389,34.886667,ILS,0.2359,4.2483
BEV,BEV,Teyman,Beer-sheba,Israel,31.287003,34.722953,ILS,0.2359,4.2483
ETH,ETH,Eilat,Elat,Israel,29.561281,34.960081,ILS,0.2359,4.2483
HFA,HFA,Haifa,Haifa,Israel,32.809444,35.043056,ILS,0.2359,4.2483
RPN,RPN,Mahanaim I Ben Yaakov,Rosh Pina,Israel,32.981047,35.571908,ILS,0.2359,4.2483
VDA,VDA,Ovda,Ovda,Israel,29.94025,34.93585,ILS,0.2359,4.2483
SDV,SDV,Sde Dov,Tel-aviv,Israel,32.114661,34.782239,ILS,0.2359,4.2483
GZA,GZA,Yasser Arafat Intl,Gaza,Palestine,31.246389,34.276111,ILS,0.2359,4.2483
PBH,PBH,Paro,Thimphu,Bhutan,27.403192,89.424606,INR,0.01511,66.2901
AMD,AMD,Ahmedabad,Ahmedabad,India,23.077242,72.63465,INR,0.01511,66.2901
AKD,AKD,Akola,Akola,India,20.699006,77.058628,INR,0.01511,66.2901
IXU,IXU,Aurangabad,Aurangabad,India,19.862728,75.398114,INR,0.01511,66.2901
BOM,BOM,Chhatrapati Shivaji Intl,Mumbai,India,19.088686,72.867919,INR,0.01511,66.2901
PAB,PAB,Bilaspur,Bilaspur,India,21.9884,82.110983,INR,0.01511,66.2901
BHJ,BHJ,Bhuj,Bhuj,India,23.287828,69.670147,INR,0.01511,66.2901
IXG,IXG,Belgaum,Belgaum,India,15.859286,74.618292,INR,0.01511,66.2901
BDQ,BDQ,Vadodara,Baroda,India,22.336164,73.226289,INR,0.01511,66.2901
BHO,BHO,Bhopal,Bhopal,India,23.287467,77.337375,INR,0.01511,66.2901
BHU,BHU,Bhavnagar,Bhaunagar,India,21.752206,72.185181,INR,0.01511,66.2901
NMB,NMB,Daman,Daman,India,20.434364,72.843206,INR,0.01511,66.2901
GOI,GOI,Goa,Goa,India,15.380833,73.831422,INR,0.01511,66.2901
IDR,IDR,Devi Ahilyabai Holkar,Indore,India,22.721786,75.801086,INR,0.01511,66.2901
JLR,JLR,Jabalpur,Jabalpur,India,23.177817,80.052047,INR,0.01511,66.2901
JGA,JGA,Jamnagar,Jamnagar,India,22.465522,70.012556,INR,0.01511,66.2901
IXY,IXY,Kandla,Kandla,India,23.112719,70.100289,INR,0.01511,66.2901
HJR,HJR,Khajuraho,Khajuraho,India,24.817197,79.918597,INR,0.01511,66.2901
KLH,KLH,Kolhapur,Kolhapur,India,16.664658,74.289353,INR,0.01511,66.2901
IXK,IXK,Keshod,Keshod,India,21.317069,70.270403,INR,0.01511,66.2901
NAG,NAG,Dr Ambedkar Intl,Nagpur,India,21.092192,79.047183,INR,0.01511,66.2901
ISK,ISK,Nasik Road,Nasik Road,India,19.963739,73.807644,INR,0.01511,66.2901
PNQ,PNQ,Pune,Pune,India,18.582111,73.919697,INR,0.01511,66.2901
PBD,PBD,Porbandar,Porbandar,India,21.648675,69.657219,INR,0.01511,66.2901
RAJ,RAJ,Rajkot,Rajkot,India,22.309183,70.779525,INR,0.01511,66.2901
RPR,RPR,Raipur,Raipur,India,21.180406,81.738753,INR,0.01511,66.2901
SSE,SSE,Sholapur,Sholapur,India,17.627958,75.934842,INR,0.01511,66.2901
STV,STV,Surat,Surat,India,21.114061,72.741792,INR,0.01511,66.2901
UDR,UDR,Udaipur,Udaipur,India,24.617697,73.8961,INR,0.01511,66.2901
IXA,IXA,Agartala,Agartala,India,23.886978,91.24045,INR,0.01511,66.2901
AJL,AJL,Aizawl,Aizwal,India,23.746603,92.802767,INR,0.01511,66.2901
IXB,IXB,Bagdogra,Baghdogra,India,26.681206,88.328567,INR,0.01511,66.2901
BBI,BBI,Bhubaneshwar,Bhubaneswar,India,20.244364,85.817781,INR,0.01511,66.2901
CCU,CCU,Netaji Subhash Chandra Bose Intl,Kolkata,India,22.654739,88.446722,INR,0.01511,66.2901
COH,COH,Cooch Behar,Cooch-behar,India,26.330508,89.467203,INR,0.01511,66.2901
DBD,DBD,Dhanbad,Dhanbad,India,23.834044,86.425261,INR,0.01511,66.2901
GAY,GAY,Gaya,Gaya,India,24.744308,84.951175,INR,0.01511,66.2901
IMF,IMF,Imphal,Imphal,India,24.75995,93.896697,INR,0.01511,66.2901
IXW,IXW,Jamshedpur,Jamshedpur,India,22.813211,86.168844,INR,0.01511,66.2901
JRH,JRH,Jorhat,Jorhat,India,26.731528,94.175536,INR,0.01511,66.2901
IXH,IXH,Kailashahar,Kailashahar,India,24.308192,92.007156,INR,0.01511,66.2901
IXS,IXS,Silchar,Silchar,India,24.912928,92.978742,INR,0.01511,66.2901
IXI,IXI,Lilabari,Lilabari,India,27.295494,94.09765,INR,0.01511,66.2901
MOH,MOH,Dibrugarh,Mohanbari,India,27.483853,95.016922,INR,0.01511,66.2901
PAT,PAT,Patna,Patina,India,25.591317,85.087992,INR,0.01511,66.2901
IXR,IXR,Birsa Munda,Ranchi,India,23.31425,85.321675,INR,0.01511,66.2901
